province,country,latitude,longitude,confirmed_cases,deaths,recovered,update_time,data_source,country_code,region,country_flag
Jilin,China,35.86166,104.195397,17,0,,2020-02-01 19:19:23,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,13,0,,2020-02-01 19:19:23,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,10,0,,2020-02-01 19:19:23,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,9,0,,2020-02-01 19:19:23,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,7,0,,2020-02-01 19:19:23,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,2020-02-01 19:19:23,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,7153,249,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,599,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,520,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,422,2,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,389,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,297,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,286,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,238,1,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,207,1,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,202,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,202,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,156,1,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,153,1,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,144,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,101,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,100,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,96,1,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,91,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,80,2,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,60,1,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,60,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,47,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,37,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,35,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,29,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,26,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,23,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,18,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,17,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,13,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,10,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,9,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,7,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,2020-02-01 19:37:46,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,7153,249,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,599,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,520,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,422,2,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,389,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,297,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,286,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,238,1,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,207,1,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,202,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,202,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,169,1,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,156,1,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,144,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,101,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,100,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,96,1,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,91,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,80,2,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,60,1,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,60,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,47,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,37,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,35,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,29,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,26,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,23,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,18,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,17,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,13,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,10,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,9,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,7,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,2020-02-01 20:00:32,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,7153,249,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,599,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,520,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,422,2,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,389,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,297,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,286,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,238,1,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,207,1,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,202,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,202,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,169,1,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,156,1,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,144,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,101,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,100,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,96,1,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,91,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,80,2,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,63,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,60,1,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,47,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,37,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,35,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,29,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,26,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,23,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,18,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,17,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,13,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,10,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,9,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,7,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,2020-02-01 21:16:57,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,7153,249,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,599,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,520,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,422,2,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,389,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,297,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,286,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,238,1,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,207,1,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,206,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,202,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,169,1,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,156,1,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,144,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,101,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,100,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,96,1,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,91,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,80,2,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,63,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,60,1,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,47,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,37,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,35,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,29,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,26,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,23,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,18,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,17,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,13,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,10,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,9,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,7,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,2020-02-01 21:47:38,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,7153,249,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,599,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,520,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,422,2,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,389,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,297,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,286,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,247,1,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,207,1,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,206,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,202,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,169,1,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,156,1,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,144,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,101,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,100,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,96,1,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,91,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,80,2,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,63,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,60,1,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,47,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,37,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,35,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,29,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,26,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,23,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,18,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jilin,China,35.86166,104.195397,17,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,35.86166,104.195397,13,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,35.86166,104.195397,10,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Qinghai,China,35.86166,104.195397,9,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,35.86166,104.195397,7,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tibet,China,35.86166,104.195397,1,0,,2020-02-01 22:11:35,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,7153,249,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,599,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangdong,China,35.86166,104.195397,520,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Henan,China,35.86166,104.195397,422,2,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,389,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Anhui,China,35.86166,104.195397,297,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangxi,China,35.86166,104.195397,286,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Chongqing,China,35.86166,104.195397,247,1,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,207,1,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,206,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,202,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanghai,China,35.86166,104.195397,169,1,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,156,1,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,144,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shaanxi,China,35.86166,104.195397,101,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guangxi,China,35.86166,104.195397,100,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,96,1,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,91,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,80,2,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,63,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hainan,China,35.86166,104.195397,62,1,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,47,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,37,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,35,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Guizhou,China,35.86166,104.195397,29,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Ningxia,China,35.86166,104.195397,26,0,,2020-02-01 22:28:04,dxy,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
